scenario,replication,method,success,converged,diagnostic,error,subgroup_difference_truth,subgroup_difference_estimate,subgroup_difference_standard_error,subgroup_difference_lower,subgroup_difference_upper,subgroup_difference_error,subgroup_difference_covered,cate_mse,candidate_id,min_samples_leaf,max_samples,max_depth,fit_seed,runtime_seconds
published_scenario,5,causal_forest,True,True,Approximate interval with subgroup covariance omitted,,-0.1766478682072401,-0.24137194679879348,0.144657634876934,-0.5249009111575842,0.04215701755999718,-0.06472407859155338,True,0.005354194559932827,cf_09,20,0.45,,3369272816,0.4749525419974816
published_scenario,5,causal_forest,True,True,Approximate interval with subgroup covariance omitted,,-0.1766478682072401,-0.2394736068310263,0.14194906351984243,-0.5176937713299175,0.038746557667864834,-0.06282573862378621,True,0.005179111694778343,cf_10,20,0.45,5.0,3369272816,0.46524283300095703
published_scenario,5,causal_forest,True,True,Approximate interval with subgroup covariance omitted,,-0.1766478682072401,-0.24176239548432094,0.13775985579189118,-0.5117717128364276,0.028246921867785768,-0.06511452727708084,True,0.0057088858536692155,cf_11,20,0.5,,3369272816,0.4928748749953229
published_scenario,5,causal_forest,True,True,Approximate interval with subgroup covariance omitted,,-0.1766478682072401,-0.23912665924621024,0.13520309484579043,-0.5041247251439596,0.02587140665153903,-0.06247879103897014,True,0.005378690964599103,cf_12,20,0.5,5.0,3369272816,0.4793520829989575
published_scenario,6,causal_forest,True,True,Approximate interval with subgroup covariance omitted,,-0.1766478682072401,-0.06819795922576738,0.16192747300460755,-0.38557580631479815,0.2491798878632634,0.10844990898147272,True,0.010491735792764117,cf_01,5,0.45,,646722519,0.5477229589960189
published_scenario,6,causal_forest,True,True,Approximate interval with subgroup covariance omitted,,-0.1766478682072401,-0.053013629079924185,0.12569781847775197,-0.29938135329631804,0.19335409513646967,0.12363423912731591,True,0.006858511814468125,cf_02,5,0.45,5.0,646722519,0.49587125000107335
published_scenario,6,causal_forest,True,True,Approximate interval with subgroup covariance omitted,,-0.1766478682072401,-0.05005860441032589,0.16521560870333418,-0.3738811974688609,0.2737639886482091,0.1265892637969142,True,0.011593140755629141,cf_03,5,0.5,,646722519,0.590815957999439
published_scenario,6,causal_forest,True,True,Approximate interval with subgroup covariance omitted,,-0.1766478682072401,-0.03822012013328341,0.12996984725302171,-0.29296102074920594,0.21652078048263912,0.1384277480739567,True,0.006952581361133751,cf_04,5,0.5,5.0,646722519,0.5073545000050217
published_scenario,6,causal_forest,True,True,Approximate interval with subgroup covariance omitted,,-0.1766478682072401,-0.054700642431141755,0.12977406970166303,-0.3090578190464013,0.19965653418411777,0.12194722577609834,True,0.007574986112170192,cf_05,10,0.45,,646722519,0.5108848750023753
published_scenario,6,causal_forest,True,True,Approximate interval with subgroup covariance omitted,,-0.1766478682072401,-0.04515948165008621,0.11378881815483999,-0.2681855652335726,0.17786660193340018,0.1314883865571539,True,0.0063013447159116645,cf_06,10,0.45,5.0,646722519,0.4839609170012409
